STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/30/18,2.24,0,0,0,93,72
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/1/18,2.91,0,0,0,96,79
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/2/18,2.01,0,0,0,95,79
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/3/18,1.12,0.01,0,0,92,77
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/4/18,1.12,0,0,0,86,77
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/5/18,2.91,0,0,0,90,76
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/6/18,4.03,0.23,0,0,80,69
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/7/18,5.37,0,0,0,78,62
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/8/18,2.01,0,0,0,84,62
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/9/18,2.68,0,0,0,87,67
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/10/18,3.8,0,0,0,93,72
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/11/18,2.68,0,0,0,88,74
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/12/18,1.34,0.71,0,0,84,64
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/13/18,2.01,0,0,0,84,68
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/14/18,3.58,0.36,0,0,88,70
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/15/18,3.36,0.64,0,0,83,69
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/16/18,2.24,0,0,0,90,75
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/17/18,2.68,2.24,0,0,88,70
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/18/18,3.36,0,0,0,85,66
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/19/18,2.24,0,0,0,83,66
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/20/18,2.01,0,0,0,82,69
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/21/18,5.82,0.63,0,0,79,65
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/22/18,3.36,1.06,0,0,79,70
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/23/18,4.47,0.17,0,0,80,73
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/24/18,5.14,0.02,0,0,82,75
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/25/18,3.8,0.73,0,0,77,72
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/26/18,3.36,0.03,0,0,85,72
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/27/18,2.46,0.25,0,0,86,68
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/28/18,1.12,0,0,0,85,70
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/29/18,2.01,0,0,0,82,70
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/30/18,1.34,0.37,0,0,78,68
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/31/18,1.57,0,0,0,82,68
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/1/18,2.46,0.1,0,0,84,74
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/2/18,2.68,0.51,0,0,86,76
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/3/18,2.24,0.24,0,0,85,73
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/4/18,2.68,0.74,0,0,84,72
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/5/18,1.12,0,0,0,91,73
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/6/18,2.01,0,0,0,92,77
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/7/18,3.8,0.05,0,0,90,74
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/8/18,1.57,0,0,0,90,76
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/9/18,2.91,0.61,0,0,86,73
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/10/18,1.34,0,0,0,86,72
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/11/18,2.01,2.9,0,0,80,70
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/12/18,2.91,0,0,0,84,72
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/13/18,3.36,0.66,0,0,75,71
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/14/18,2.91,0.79,0,0,82,71
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/15/18,4.25,0,0,0,86,70
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/16/18,2.91,0,0,0,88,76
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/17/18,2.91,1.04,0,0,87,72
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/18/18,3.8,0.07,0,0,85,71
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/19/18,4.7,0.02,0,0,72,67
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/20/18,2.68,0,0,0,74,67
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/21/18,3.58,0.11,0,0,79,66
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/22/18,4.03,0.72,0,0,82,71
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/23/18,3.8,0,0,0,77,65
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/24/18,1.12,0,0,0,82,65
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/25/18,1.79,0,0,0,80,68
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/26/18,3.36,0,0,0,83,69
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/27/18,2.46,0,0,0,88,74
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/28/18,3.8,0,0,0,94,79
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/29/18,4.92,0,0,0,92,81
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/30/18,4.47,0,0,0,90,78
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/31/18,3.8,0.03,0,0,78,69
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/1/18,2.46,0,0,0,78,69
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/2/18,2.01,0,0,0,81,68
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/3/18,2.68,0,0,0,90,75
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/4/18,2.01,0,0,0,92,77
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/5/18,1.34,0,0,0,89,77
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/6/18,2.91,0.36,0,0,93,73
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/7/18,6.26,0,0,0,75,69
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/8/18,6.26,0.02,0,0,71,61
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/9/18,6.04,0.45,0,0,62,55
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/10/18,6.93,0.93,0,0,64,54
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/11/18,1.34,0.02,0,0,74,62
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/12/18,0.22,0.15,0,0,77,71
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/13/18,,0.13,0,0,76,69
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/14/18,,0,0,0,75,68
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/15/18,,0,0,0,80,67
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/16/18,,0,0,0,84,67
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/17/18,0,0.01,0,0,79,68
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/18/18,2.01,1.19,0,0,79,70
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/19/18,3.58,0,0,0,81,68
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/20/18,2.46,0,0,0,72,65
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/21/18,2.01,0,0,0,72,67
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/22/18,5.14,0,0,0,74,62
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/23/18,3.13,0,0,0,66,60
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/24/18,7.16,0,0,0,69,57
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/25/18,3.36,1.95,0,0,73,59
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/26/18,1.79,0.21,0,0,82,69
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/27/18,4.25,0,0,0,72,61
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/28/18,3.8,0.77,0,0,65,56
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/29/18,2.46,0,0,0,72,58
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/30/18,2.46,0,0,0,70,54
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/1/18,2.01,0,0,0,76,63
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/2/18,2.01,0.69,0,0,77,65
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/3/18,2.46,0,0,0,74,63
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/4/18,0.89,0.04,0,0,76,61
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/5/18,3.58,0,0,0,71,60
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/6/18,1.12,0,0,0,68,63
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/7/18,2.46,0,0,0,79,67
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/8/18,4.03,0,0,0,74,64
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/9/18,0.67,0,0,0,77,66
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/10/18,2.68,0,0,0,80,71
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/11/18,1.34,0.84,0,0,77,69
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/12/18,5.82,0.43,0,0,68,51
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/13/18,,0.1,0,0,55,46
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/14/18,,0,0,0,58,47
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/15/18,,0.05,0,0,68,52
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/16/18,,0.01,0,0,60,47
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/17/18,,0,0,0,61,46
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/18/18,,0,0,0,50,42
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/19/18,,0,0,0,60,43
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/20/18,,0.06,0,0,62,51
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/21/18,,0,0,0,51,39
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/22/18,,0,0,0,50,39
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/23/18,,0,0,0,63,49
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/24/18,,0,0,0,54,44
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/25/18,,0,0,0,51,40
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/26/18,,0,0,0,50,38
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/27/18,,1.27,0,0,51,44
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/28/18,,0.07,0,0,52,45
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/29/18,,0.03,0,0,56,47
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/30/18,,0,0,0,55,42
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,10/31/18,,0,0,0,64,44
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/1/18,,0,0,0,70,57
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/2/18,,0.22,0,0,72,64
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/3/18,,0.37,0,0,65,48
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/4/18,,0,0,0,55,43
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/5/18,,0.3,0,0,53,48
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/6/18,,0.68,0,0,59,49
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/7/18,,0,0,0,62,51
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/8/18,,0,0,0,56,45
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/9/18,,0.77,0,0,52,40
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/10/18,,0.03,0,0,50,34
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/11/18,,0,0,0,46,33
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/12/18,,0.04,0,0,49,37
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/13/18,,1.06,0,0,50,43
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/14/18,,0,0,0,43,32
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/15/18,,1.16,6.4,0,40,28
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/16/18,,0.31,0,3.9,45,34
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/17/18,,0,0,2,47,37
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/18/18,,0,0,0,44,39
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/19/18,,0,0,0,50,41
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/20/18,,0,0,0,47,39
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/21/18,,0,0,0,44,27
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/22/18,,0,0,0,28,17
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/23/18,,0,0,0,32,15
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/24/18,,0.97,0,0,49,31
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/25/18,,0.81,0,0,55,45
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/26/18,,0.85,0,0,53,45
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/27/18,,0.03,0,0,45,37
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/28/18,,0,0,0,42,36
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/29/18,,0,0,0,46,38
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,11/30/18,,0.02,0,0,43,38
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/1/18,,0.05,0,0,46,36
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/2/18,,0.59,0,0,56,42
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/3/18,,0,0,0,55,46
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/4/18,,0,0,0,46,31
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/5/18,,0,0,0,37,28
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/6/18,,0,0,0,40,30
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/7/18,,0,0,0,39,28
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/8/18,,0,0,0,36,24
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/9/18,,0,0,0,36,28
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/10/18,,0,0,0,39,29
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/11/18,,0,0,0,41,29
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/12/18,,0,0,0,41,33
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/13/18,,0.03,0,0,40,33
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/14/18,,0.1,0,0,51,40
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/15/18,,0.14,0,0,52,46
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/16/18,,1.43,0,0,46,35
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/17/18,,0.03,0,0,46,37
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/18/18,,0,0,0,40,28
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/19/18,,0,0,0,42,26
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/20/18,,0.22,0,0,47,37
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/21/18,,1.61,0,0,61,47
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/22/18,,0.02,0,0,54,40
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/23/18,,0,0,0,43,36
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/24/18,,0.12,0,0,43,36
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/25/18,,0,0,0,40,33
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/26/18,,0,0,0,43,32
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/27/18,,0,0,0,44,37
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/28/18,,1.15,0,0,60,43
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/29/18,,0,0,0,57,39
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/30/18,,0,0,0,40,33
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,12/31/18,,1.02,0,0,48,36